case,abc,ric3_baseline,ric3_dynamic,ric3_adaptive,ric3_reverse_topo,ric3_reverse_topo_inn,ric3_flip_high,ric3_dynamic_reverse_topo,ric3_multi_mic,ric3_mab,baseline_speedup,dynamic_speedup,dynamic_vs_baseline_ratio,adaptive_vs_baseline_ratio,adaptive_vs_dynamic_ratio,reverse_vs_baseline_ratio,reverse_topo_inn_vs_baseline_ratio,reverse_vs_dynamic_ratio,reverse_topo_inn_vs_dynamic_ratio,flip_vs_baseline_ratio,dynamic_reverse_topo_vs_baseline_ratio,dynamic_reverse_topo_vs_dynamic_ratio,multi_mic_vs_baseline_ratio,multi_mic_vs_dynamic_ratio
6s163,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,13.03,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276.2854950115119,276.2854950115119
eijkbs1512,0.0,4.47,4.43,4.64,3.38,2.94,5.29,3.4,0.59,5.77,inf,inf,1.0090293453724606,0.9633620689655172,0.9547413793103449,1.3224852071005917,1.5204081632653061,1.3106508875739644,1.5068027210884354,0.8449905482041588,1.3147058823529412,1.3029411764705883,7.576271186440678,7.508474576271186
bob9234redmiter,3600.0,1046.04,3600.0,257.82,1218.38,3600.0,966.4,3600.0,0.11,49.89,0.29056666666666664,1.0,0.29056666666666664,4.057249243658366,13.963230160577147,0.8585498777064626,0.29056666666666664,2.954743183571628,1.0,1.082408940397351,0.29056666666666664,1.0,9509.454545454546,32727.272727272728
139443p0neg,0.06,0.2,0.22,0.23,0.21,1.06,0.2,0.25,0.21,0.18,3.3333333333333335,3.666666666666667,0.9090909090909092,0.8695652173913043,0.9565217391304347,0.9523809523809524,0.18867924528301888,1.0476190476190477,0.20754716981132074,1.0,0.8,0.88,0.9523809523809524,1.0476190476190477
pdtvsarmultip23,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.5,,,inf,inf,,,inf,,inf
atxfifo-p42,3600.0,3600.0,3600.0,349.19,3600.0,3600.0,2005.67,3600.0,0.02,3600.0,1.0,1.0,1.0,10.309573584581461,10.309573584581461,1.0,1.0,1.0,1.0,1.7949114261069867,1.0,1.0,180000.0,180000.0
cal149,0.09,7.89,7.56,9.09,8.36,4.06,9.73,6.89,2.43,7.72,87.66666666666667,84.0,1.0436507936507937,0.8679867986798679,0.8316831683168316,0.9437799043062202,1.9433497536945814,0.9043062200956938,1.8620689655172415,0.8108941418293936,1.1451378809869377,1.097242380261248,3.2469135802469133,3.1111111111111107
vcegar_QF_BV_usb_phy_1,0.0,0.04,0.04,0.08,0.02,0.02,0.03,0.02,0.01,0.04,inf,inf,1.0,0.5,0.5,2.0,2.0,2.0,2.0,1.3333333333333335,2.0,2.0,4.0,4.0
picorv32-check-p18,0.03,0.16,0.16,0.31,0.15,0.03,0.14,0.16,0.1,0.19,5.333333333333334,5.333333333333334,1.0,0.5161290322580645,0.5161290322580645,1.0666666666666667,5.333333333333334,1.0666666666666667,5.333333333333334,1.1428571428571428,1.0,1.0,1.5999999999999999,1.5999999999999999
qspiflash_dualflexpress_divthree-p163,0.0,13.15,15.05,25.34,9.65,8.59,12.71,7.29,5.62,17.45,inf,inf,0.8737541528239202,0.5189423835832676,0.5939226519337016,1.3626943005181347,1.530849825378347,1.5595854922279793,1.7520372526193249,1.034618410700236,1.803840877914952,2.0644718792866943,2.3398576512455516,2.6779359430604983
eq_sdp_v4,3600.0,1513.74,2050.94,2668.47,1317.64,689.84,1014.59,1008.11,1682.85,1990.51,0.4204833333333333,0.5697055555555556,0.7380713233931758,0.5672688844169131,0.768582745918073,1.1488266901429829,2.194334918241911,1.5565253028141222,2.973066218253508,1.4919721266718575,1.5015623295076925,2.034440686036246,0.8995097602281844,1.218730130433491
6s384rb194,0.04,3.32,27.47,2.58,1.95,1.12,0.95,1.0,0.8,2.87,83.0,686.75,0.12085911903895158,1.2868217054263564,10.647286821705425,1.7025641025641025,2.964285714285714,14.087179487179487,24.52678571428571,3.4947368421052634,3.32,27.47,4.1499999999999995,34.3375
rast-p17,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,119.96,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.010003334444818,30.010003334444818
6s32,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.21,882.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17142.857142857145,17142.857142857145
cal216,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.95,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3789.4736842105267,3789.4736842105267
6s349rb06,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.57,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6315.789473684211,6315.789473684211
pdtvisbakery0,0.01,0.13,0.13,0.2,0.14,0.67,0.16,0.14,0.02,1.46,13.0,13.0,1.0,0.65,0.65,0.9285714285714285,0.19402985074626866,0.9285714285714285,0.19402985074626866,0.8125,0.9285714285714285,0.9285714285714285,6.5,6.5
6s404rb4,0.21,11.7,15.59,12.12,12.24,5.13,12.38,12.55,13.18,10.31,55.714285714285715,74.23809523809524,0.750481077613855,0.9653465346534653,1.2863036303630364,0.9558823529411764,2.280701754385965,1.2736928104575163,3.0389863547758287,0.9450726978998383,0.9322709163346612,1.242231075697211,0.8877086494688923,1.1828528072837632
pdtvisgoodbakery1,0.02,0.19,0.19,0.23,0.23,19.31,0.15,0.23,0.01,0.27,9.5,9.5,1.0,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.00983946141895391,0.8260869565217391,0.00983946141895391,1.2666666666666668,0.8260869565217391,0.8260869565217391,19.0,19.0
fastfir-p073,0.09,7.63,7.59,8.06,8.1,9.67,7.75,8.8,0.14,14.15,84.77777777777779,84.33333333333333,1.005270092226614,0.9466501240694788,0.9416873449131513,0.9419753086419753,0.7890382626680454,0.9370370370370371,0.7849017580144778,0.984516129032258,0.8670454545454545,0.8624999999999999,54.49999999999999,54.21428571428571
qspiflash_dualflexpress_divthree-p032,0.01,30.79,32.85,34.11,46.31,8.13,36.97,25.73,3.51,2.95,3079.0,3285.0,0.9372907153729071,0.9026678393433011,0.9630606860158312,0.6648671993090045,3.7872078720787203,0.7093500323904124,4.040590405904059,0.8328374357587233,1.1966575981344734,1.2767197823552274,8.772079772079772,9.35897435897436
fastfir-p110,0.04,7.32,7.34,8.31,7.02,9.67,7.34,8.34,0.2,18.81,183.0,183.5,0.9972752043596731,0.8808664259927798,0.8832731648616124,1.0427350427350428,0.7569803516028956,1.0455840455840457,0.7590486039296794,0.9972752043596731,0.8776978417266188,0.8800959232613909,36.6,36.699999999999996
6s406rb067,0.15,2.33,2.41,3.82,2.63,0.33,2.62,2.53,2.4,2.8,15.533333333333335,16.06666666666667,0.966804979253112,0.6099476439790577,0.630890052356021,0.8859315589353612,7.0606060606060606,0.9163498098859316,7.303030303030303,0.8893129770992366,0.9209486166007906,0.9525691699604745,0.9708333333333334,1.0041666666666669
pdtvisblackjack2,0.01,0.36,0.36,0.41,0.44,0.01,0.67,0.04,0.03,0.01,36.0,36.0,1.0,0.8780487804878049,0.8780487804878049,0.8181818181818181,36.0,0.8181818181818181,36.0,0.5373134328358209,9.0,9.0,12.0,12.0
6s325rb107,0.01,1.69,1.69,1.31,3.88,9.48,0.93,2.22,0.28,0.26,169.0,169.0,1.0,1.2900763358778624,1.2900763358778624,0.43556701030927836,0.17827004219409281,0.43556701030927836,0.17827004219409281,1.8172043010752688,0.7612612612612611,0.7612612612612611,6.035714285714285,6.035714285714285
pgm_protocol.7.prop1-back-serstep,0.05,11.2,11.12,13.94,17.5,11.93,9.72,18.04,0.64,3600.0,223.99999999999997,222.39999999999998,1.0071942446043165,0.8034433285509326,0.7977044476327116,0.64,0.9388097233864208,0.6354285714285713,0.9321039396479464,1.1522633744855966,0.6208425720620843,0.6164079822616407,17.5,17.375
pdtvistimeout3,0.0,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.01,0.02,inf,inf,0.6666666666666667,1.0,1.5,1.0,0.6666666666666667,1.5,1.0,2.0,0.6666666666666667,1.0,2.0,3.0
oski15a14b08s,3600.0,3600.0,206.98,1349.23,3600.0,1071.53,3600.0,6.07,0.57,6.51,1.0,0.05749444444444444,17.39298482945212,2.668188522342373,0.15340601676511786,1.0,3.359681950108723,0.05749444444444444,0.19316304723152875,1.0,593.0807248764415,34.0988467874794,6315.789473684211,363.1228070175439
oc8051gme5iram,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2695.43,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3355939497594076,1.3355939497594076
vgasim_imgfifo-p109,3600.0,32.33,71.92,26.63,30.48,299.97,16.18,30.73,0.15,68.56,0.008980555555555556,0.01997777777777778,0.44952725250278086,1.2140443109275254,2.7007134810364253,1.0606955380577427,0.10777744441110776,2.3595800524934383,0.23975730906423975,1.9981458590852905,1.0520663846404164,2.340383989586723,215.53333333333333,479.4666666666667
qspiflash_qflexpress_divfive-p075,0.0,15.22,16.28,8.96,6.87,14.55,27.73,7.06,9.71,15.38,inf,inf,0.9348894348894349,1.6986607142857142,1.8169642857142856,2.215429403202329,1.0460481099656358,2.3697234352256187,1.1189003436426117,0.5488640461593942,2.155807365439094,2.3059490084985836,1.5674562306900102,1.6766220391349125
bob05,0.02,0.58,0.85,0.91,5.32,1.22,1.61,0.89,0.41,1.6,28.999999999999996,42.5,0.6823529411764706,0.6373626373626373,0.934065934065934,0.10902255639097742,0.47540983606557374,0.15977443609022554,0.6967213114754098,0.3602484472049689,0.6516853932584269,0.9550561797752809,1.4146341463414633,2.073170731707317
shift1add262144,3600.0,163.75,160.64,184.98,155.78,0.0,182.43,161.56,0.03,489.7,0.04548611111111111,0.044622222222222216,1.0193600597609562,0.8852308357660288,0.8684182073737701,1.0511618949801,inf,1.031197843112081,inf,0.8976045606534012,1.013555335479079,0.994305521168606,5458.333333333334,5354.666666666666
6s203b41,3600.0,2387.84,308.18,3600.0,3600.0,3600.0,3600.0,3600.0,9.06,106.7,0.6632888888888889,0.08560555555555556,7.748199104419496,0.6632888888888889,0.08560555555555556,0.6632888888888889,0.6632888888888889,0.08560555555555556,0.08560555555555556,0.6632888888888889,0.6632888888888889,0.08560555555555556,263.5584988962472,34.015452538631344
vis_arrays_vsaR_p10,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,inf,inf,1.0,1.0,1.0,inf,inf,inf,inf,inf,inf,inf,inf,inf
bobsynth08neg,0.01,9.36,2.0,3.44,4.29,84.75,1.65,13.31,0.09,6.65,935.9999999999999,200.0,4.68,2.7209302325581395,0.5813953488372093,2.1818181818181817,0.11044247787610618,0.4662004662004662,0.02359882005899705,5.672727272727273,0.7032306536438767,0.15026296018031554,104.0,22.22222222222222
6s321b1,0.05,9.24,9.26,22.67,12.63,120.85,10.41,12.61,0.0,3.22,184.79999999999998,185.2,0.9978401727861772,0.40758711954124394,0.4084693427437141,0.7315914489311164,0.07645841952834093,0.733174980205859,0.07662391394290442,0.8876080691642652,0.7327517842981761,0.7343378271213323,inf,inf
qspiflash_qflexpress_divfive-p137,0.01,0.68,0.69,0.74,1.17,1.32,0.65,1.2,0.01,0.96,68.0,69.0,0.9855072463768118,0.918918918918919,0.9324324324324323,0.5811965811965812,0.5151515151515151,0.5897435897435898,0.5227272727272727,1.0461538461538462,0.5666666666666668,0.575,68.0,69.0
oc8051gmb6acc,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.35,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10285.714285714286,10285.714285714286
6s152,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.01,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360000.0,360000.0
oski15a10b15s,0.06,2.08,2.16,2.67,2.15,1.11,2.16,2.22,2.13,1.86,34.66666666666667,36.00000000000001,0.9629629629629629,0.7790262172284644,0.8089887640449439,0.9674418604651164,1.8738738738738738,1.0046511627906978,1.9459459459459458,0.9629629629629629,0.9369369369369369,0.9729729729729729,0.9765258215962442,1.0140845070422537
fastfir-p061,0.24,0.79,0.8,1.05,0.8,0.26,0.78,0.87,0.79,0.63,3.291666666666667,3.3333333333333335,0.9875,0.7523809523809524,0.7619047619047619,0.9875,3.0384615384615383,1.0,3.076923076923077,1.0128205128205128,0.9080459770114943,0.9195402298850576,1.0,1.0126582278481013
qspiflash_dualflexpress_divfive-p060,0.0,0.06,0.06,0.09,0.14,0.05,0.05,0.15,0.02,0.1,inf,inf,1.0,0.6666666666666666,0.6666666666666666,0.4285714285714285,1.2,0.4285714285714285,1.2,1.2,0.4,0.4,3.0,3.0
imgfifo-p030,0.01,57.44,56.73,47.73,47.56,1112.42,50.65,49.0,2.26,317.04,5744.0,5673.0,1.0125154239379517,1.2034359941336685,1.1885606536769329,1.2077375946173254,0.051635173765304465,1.1928090832632463,0.05099692562161773,1.1340572556762092,1.1722448979591835,1.1577551020408163,25.415929203539825,25.101769911504427
qspiflash_dualflexpress_divthree-p151,0.01,18.77,13.3,10.65,11.85,14.49,23.89,16.62,11.38,8.3,1877.0,1330.0,1.4112781954887217,1.7624413145539906,1.2488262910798122,1.5839662447257383,1.295376121463078,1.1223628691983123,0.9178743961352658,0.7856843867727082,1.1293622141997592,0.8002406738868832,1.649384885764499,1.1687170474516695
6s381rb630,0.1,0.82,0.92,1.79,0.85,0.22,0.87,0.98,0.8,1.14,8.2,9.2,0.8913043478260869,0.45810055865921784,0.5139664804469274,0.9647058823529412,3.727272727272727,1.0823529411764707,4.181818181818182,0.9425287356321839,0.836734693877551,0.9387755102040817,1.025,1.15
6s408rb191,0.13,20.47,20.51,21.28,19.71,1.38,18.69,19.86,16.3,21.05,157.46153846153845,157.76923076923077,0.9980497318381276,0.9619360902255638,0.9638157894736842,1.0385591070522577,14.833333333333334,1.0405885337392187,14.862318840579713,1.0952380952380951,1.0307150050352467,1.0327291037260826,1.2558282208588956,1.2582822085889571
oc8051gm36addr,3600.0,532.04,189.76,1560.25,646.29,3600.0,510.44,453.04,0.93,3600.0,0.1477888888888889,0.05271111111111111,2.803752107925801,0.34099663515462264,0.12162153501041499,0.823221773507249,0.1477888888888889,0.2936143217441087,0.05271111111111111,1.0423164328814356,1.1743775384072046,0.41885926187533107,572.0860215053763,204.04301075268816
qspiflash_dualflexpress_divfive-p116,0.0,0.69,0.68,0.81,0.77,1.51,0.75,0.74,0.09,0.47,inf,inf,1.0147058823529411,0.8518518518518517,0.8395061728395061,0.8961038961038961,0.4569536423841059,0.8831168831168832,0.4503311258278146,0.9199999999999999,0.9324324324324323,0.918918918918919,7.666666666666666,7.555555555555556
cal65,0.17,0.09,0.11,0.65,0.09,0.02,0.09,0.09,0.1,0.07,0.5294117647058822,0.6470588235294117,0.8181818181818181,0.13846153846153844,0.1692307692307692,1.0,4.5,1.2222222222222223,5.5,1.0,1.0,1.2222222222222223,0.8999999999999999,1.0999999999999999
beemszmsk1f1,0.0,4.29,4.76,6.22,8.16,19.27,7.85,8.25,0.3,7.35,inf,inf,0.9012605042016807,0.6897106109324759,0.7652733118971061,0.5257352941176471,0.2226258432797094,0.5833333333333333,0.2470160871821484,0.5464968152866242,0.52,0.5769696969696969,14.3,15.866666666666667
picorv32_mutAX_nomem-p2,3600.0,3600.0,989.54,3600.0,3600.0,3600.0,3600.0,822.31,38.26,2638.62,1.0,0.2748722222222222,3.6380540453139845,1.0,0.2748722222222222,1.0,1.0,0.2748722222222222,0.2748722222222222,1.0,4.377911006797923,1.2033661271296714,94.09304756926294,25.863565081024568
qspiflash_qflexpress_divfive-p059,0.0,0.08,0.09,0.11,0.08,0.06,0.08,0.08,0.04,0.19,inf,inf,0.888888888888889,0.7272727272727273,0.8181818181818181,1.0,1.3333333333333335,1.125,1.5,1.0,1.0,1.125,2.0,2.25
bob1u05cu,0.05,0.7,0.88,0.94,5.85,0.56,1.77,1.02,0.42,1.62,13.999999999999998,17.599999999999998,0.7954545454545454,0.7446808510638298,0.9361702127659575,0.11965811965811966,1.2499999999999998,0.15042735042735045,1.5714285714285714,0.39548022598870053,0.6862745098039215,0.8627450980392157,1.6666666666666665,2.0952380952380953
fastfir-p117,0.11,6.5,6.72,9.09,7.63,10.78,8.23,8.93,0.2,36.93,59.09090909090909,61.090909090909086,0.9672619047619048,0.7150715071507151,0.7392739273927392,0.8519003931847968,0.6029684601113173,0.8807339449541284,0.6233766233766234,0.7897934386391251,0.7278835386338186,0.7525195968645016,32.5,33.599999999999994
6s6,0.0,10.59,10.28,9.19,7.18,1.32,8.35,7.29,7.32,20.47,inf,inf,1.0301556420233464,1.1523394994559304,1.11860718171926,1.4749303621169916,8.022727272727272,1.4317548746518105,7.787878787878787,1.2682634730538922,1.4526748971193415,1.410150891632373,1.4467213114754098,1.4043715846994533
pdtvisvsar24,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.5,,,inf,inf,,,inf,,inf
atxfifo-p52,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.02,inf,inf,0.6666666666666667,1.0,1.5,1.0,2.0,1.5,3.0,1.0,1.0,1.5,2.0,3.0
beemptrsn1b1,0.0,10.85,10.89,16.77,9.59,6.09,16.3,10.09,0.04,7.98,inf,inf,0.9963269054178144,0.6469886702444841,0.6493738819320215,1.1313868613138687,1.7816091954022988,1.1355578727841502,1.788177339901478,0.665644171779141,1.0753221010901883,1.0792864222001983,271.25,272.25
mentorbm1p08,0.07,0.51,0.53,0.88,0.36,0.3,0.71,0.33,0.49,0.41,7.285714285714286,7.571428571428571,0.9622641509433962,0.5795454545454546,0.6022727272727273,1.4166666666666667,1.7000000000000002,1.4722222222222223,1.7666666666666668,0.7183098591549296,1.5454545454545454,1.606060606060606,1.0408163265306123,1.0816326530612246
pdtswvsam6x8p0,0.01,0.07,0.07,0.12,0.08,571.05,0.05,0.08,0.01,0.07,7.000000000000001,7.000000000000001,1.0,0.5833333333333334,0.5833333333333334,0.8750000000000001,0.00012258121005165925,0.8750000000000001,0.00012258121005165925,1.4000000000000001,0.8750000000000001,0.8750000000000001,7.000000000000001,7.000000000000001
pdtswvqis10x6p0,0.01,0.22,0.22,0.18,0.1,0.16,0.17,0.1,0.01,0.45,22.0,22.0,1.0,1.2222222222222223,1.2222222222222223,2.1999999999999997,1.375,2.1999999999999997,1.375,1.2941176470588234,2.1999999999999997,2.1999999999999997,22.0,22.0
viseisenberg,0.0,0.02,0.02,0.02,0.02,0.07,0.01,0.02,0.0,0.02,inf,inf,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,2.0,1.0,1.0,inf,inf
pdtswvtma6x6p1,0.0,5.33,5.3,5.22,4.38,0.8,4.67,4.42,0.02,32.83,inf,inf,1.0056603773584907,1.0210727969348659,1.0153256704980842,1.21689497716895,6.6625,1.2100456621004567,6.624999999999999,1.1413276231263383,1.2058823529411764,1.1990950226244343,266.5,265.0
neclaftp1002,3600.0,177.66,262.82,46.17,64.61,323.75,31.05,65.2,87.58,36.34,0.04935,0.07300555555555556,0.675975953123811,3.8479532163742687,5.692440978990686,2.7497291440953413,0.5487567567567567,4.067791363566012,0.8117992277992278,5.721739130434782,2.724846625766871,4.030981595092024,2.0285453299840146,3.0009134505594885
cal131,0.38,9.4,10.75,12.17,13.25,6.41,12.49,11.8,3.61,9.79,24.736842105263158,28.289473684210527,0.8744186046511628,0.7723911257189812,0.8833196384552178,0.709433962264151,1.466458658346334,0.8113207547169812,1.6770670826833074,0.7526020816653323,0.7966101694915254,0.9110169491525423,2.6038781163434903,2.9778393351800556
vgasim_imgfifo-p099,0.01,0.34,3.01,0.36,0.34,4.01,0.27,0.26,0.06,0.61,34.0,301.0,0.11295681063122925,0.9444444444444445,8.36111111111111,1.0,0.08478802992518704,8.852941176470587,0.7506234413965087,1.2592592592592593,1.3076923076923077,11.576923076923075,5.666666666666667,50.166666666666664
qspiflash_dualflexpress_divfive-p154,0.01,1.08,0.8,1.3,0.77,0.87,1.08,0.76,0.71,1.62,108.0,80.0,1.35,0.8307692307692308,0.6153846153846154,1.4025974025974026,1.2413793103448276,1.038961038961039,0.9195402298850576,1.0,1.4210526315789473,1.0526315789473684,1.5211267605633805,1.1267605633802817
pdtvisretherrtf4,0.01,0.52,0.63,0.89,0.58,1.78,0.19,0.62,0.48,0.25,52.0,63.0,0.8253968253968255,0.5842696629213483,0.7078651685393258,0.8965517241379312,0.29213483146067415,1.0862068965517242,0.3539325842696629,2.736842105263158,0.8387096774193549,1.0161290322580645,1.0833333333333335,1.3125
oski1rub07,0.22,1.53,1.61,3.33,1.77,2.25,1.56,1.57,1.5,1.6,6.954545454545455,7.318181818181818,0.9503105590062111,0.4594594594594595,0.4834834834834835,0.864406779661017,0.68,0.9096045197740114,0.7155555555555556,0.9807692307692307,0.9745222929936306,1.0254777070063694,1.02,1.0733333333333335
qspiflash_dualflexpress_divfive-p058,0.01,0.1,0.11,0.26,0.06,0.21,0.07,0.08,0.09,0.18,10.0,11.0,0.9090909090909092,0.38461538461538464,0.4230769230769231,1.6666666666666667,0.4761904761904762,1.8333333333333335,0.5238095238095238,1.4285714285714286,1.25,1.375,1.1111111111111112,1.2222222222222223
6s286rb07843,0.79,7.73,12.06,19.23,7.84,1.43,11.78,7.83,6.05,31.39,9.784810126582279,15.265822784810126,0.6409618573797679,0.40197607904316174,0.6271450858034322,0.9859693877551021,5.405594405594406,1.5382653061224492,8.433566433566435,0.6561969439728353,0.9872286079182632,1.5402298850574714,1.2776859504132232,1.9933884297520663
diagonal,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,inf,inf,1.0,1.0,1.0,1.0,inf,1.0,inf,inf,1.0,1.0,inf,inf
imgfifo-p051,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.13,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3185.840707964602,3185.840707964602
6s271rb079,0.13,3.79,4.83,4.89,3.86,0.57,4.28,3.85,3.74,5.34,29.153846153846153,37.15384615384615,0.7846790890269151,0.7750511247443763,0.9877300613496933,0.9818652849740933,6.6491228070175445,1.2512953367875648,8.473684210526317,0.8855140186915887,0.9844155844155844,1.2545454545454546,1.0133689839572193,1.2914438502673797
6s362rb1,0.01,0.22,0.23,0.3,0.23,0.1,0.27,0.23,0.08,0.29,22.0,23.0,0.9565217391304347,0.7333333333333334,0.7666666666666667,0.9565217391304347,2.1999999999999997,1.0,2.3,0.8148148148148148,0.9565217391304347,1.0,2.75,2.875
6s39,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.17,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21176.470588235294,21176.470588235294
fastfir-p036,0.06,0.37,0.39,0.61,0.39,0.14,0.38,0.42,0.37,0.18,6.166666666666667,6.500000000000001,0.9487179487179487,0.6065573770491803,0.639344262295082,0.9487179487179487,2.642857142857143,1.0,2.7857142857142856,0.9736842105263158,0.8809523809523809,0.9285714285714286,1.0,1.0540540540540542
pdtswvqis10x6p2,3600.0,3193.52,3192.26,2246.45,3495.63,3600.0,2484.57,3368.33,0.02,3600.0,0.8870888888888889,0.886738888888889,1.0003947046919737,1.421585167709052,1.4210242827572395,0.9135749492938325,0.8870888888888889,0.9132144992462017,0.886738888888889,1.28534112542613,0.9481018783788999,0.9477278057672497,159676.0,159613.0
qspiflash_dualflexpress_divfive-p104,0.0,47.11,67.61,56.42,50.65,26.61,40.71,25.19,4.4,21.87,inf,inf,0.6967904156189912,0.8349875930521091,1.1983339241403757,0.9301085883514314,1.7703870725291244,1.334846989141165,2.540774145058249,1.1572095308278063,1.870186581976975,2.6840015879317187,10.70681818181818,15.36590909090909
cal151,0.08,7.53,7.59,9.75,8.38,5.33,8.34,8.28,6.02,7.96,94.125,94.875,0.9920948616600791,0.7723076923076924,0.7784615384615384,0.8985680190930787,1.4127579737335836,0.9057279236276848,1.424015009380863,0.9028776978417267,0.9094202898550726,0.9166666666666667,1.2508305647840532,1.260797342192691
sw_ball2004_2,0.0,0.16,0.16,0.14,0.25,0.12,0.13,0.25,0.0,0.14,inf,inf,1.0,1.1428571428571428,1.1428571428571428,0.64,1.3333333333333335,0.64,1.3333333333333335,1.2307692307692308,0.64,0.64,inf,inf
dspfilters_fastfir_second-p20,0.11,801.72,945.7,1195.23,1178.13,3600.0,990.53,777.45,712.26,1641.42,7288.363636363637,8597.272727272728,0.8477529872052448,0.6707662960267061,0.7912284664876217,0.6805021517150059,0.2227,0.8027127736327909,0.26269444444444445,0.8093848747640153,1.031217441636118,1.2164126310373657,1.1256002021733638,1.32774548619886
6s365r,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.02,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180000.0,180000.0
neclaftp2002,0.04,43.33,90.52,86.28,59.46,1023.71,141.47,42.31,39.31,245.91,1083.25,2263.0,0.47867874502872293,0.5022021325915623,1.049142327306444,0.7287251934073327,0.04232644010510789,1.522367978472923,0.08842347930566273,0.3062840178129639,1.024107775939494,2.1394469392578586,1.1022640549478504,2.302721953701348
6s332rb155,3600.0,515.24,504.44,577.4,536.71,0.76,535.62,553.46,450.77,422.07,0.14312222222222223,0.14012222222222223,1.0214098802632623,0.8923449948042952,0.8736404572220298,0.9599970188742524,677.9473684210526,0.9398744200778818,663.7368421052631,0.9619506366453829,0.9309435189534925,0.9114299136342282,1.143021940235597,1.1190629367526677
qspiflash_dualflexpress_divfive-p098,0.0,0.02,0.03,0.05,0.02,0.01,0.03,0.03,0.02,0.07,inf,inf,0.6666666666666667,0.39999999999999997,0.6,1.0,2.0,1.5,3.0,0.6666666666666667,0.6666666666666667,1.0,1.0,1.5
VexRiscv-regch0-20-p0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.08,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45000.0,45000.0
oc8051gme2addr,3600.0,538.07,488.11,270.7,333.91,3600.0,315.79,591.31,0.87,365.25,0.1494638888888889,0.1355861111111111,1.1023539775870195,1.987698559290728,1.8031400073882529,1.6114222395256208,0.1494638888888889,1.4618010841244646,0.1355861111111111,1.7038854935241774,0.9099626253572578,0.8254722565151952,618.4712643678162,561.0459770114943
atxfifo-p40,0.0,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.01,0.03,inf,inf,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666667,2.0,1.0,3.0,1.0,0.6666666666666667,1.0,2.0,3.0
imgfifo-p032,0.01,74.11,275.63,78.8,78.84,690.91,39.84,21.13,1.03,161.68,7411.0,27563.0,0.2688749410441534,0.9404822335025381,3.497842639593909,0.9400050735667174,0.10726433254693087,3.496067985794013,0.39893763297679874,1.8601907630522088,3.507335541883578,13.04448651206815,71.9514563106796,267.6019417475728
